KerbsideID,weekday,slot_30,total_obs,availability_rate
66424,6,37,1,0.0
66425,6,35,1,0.0
66426,6,37,1,1.0
66427,6,35,1,0.0
66429,6,34,1,0.0
66430,6,26,1,0.0
66431,5,32,1,1.0
66432,6,26,1,0.0
66433,6,37,1,1.0
66434,6,38,1,1.0
66435,6,38,1,1.0
66437,6,36,1,0.0
66438,6,35,1,0.0
66439,6,37,1,0.0
66442,6,38,1,0.0
66443,6,36,1,0.0
66444,6,33,1,0.0
66447,6,34,1,0.0
66448,6,37,1,0.0
66449,6,33,1,0.0
66450,6,30,1,0.0
66451,6,32,1,0.0
66452,6,38,1,0.0
66453,6,34,1,0.0
66454,6,35,1,0.0
66455,6,37,1,1.0
66456,6,30,1,1.0
66457,6,32,1,0.0
66458,6,33,1,1.0
66459,0,29,1,1.0
66727,1,21,1,1.0
66728,1,23,1,0.0
66835,1,23,1,1.0
66836,1,20,1,0.0
66954,1,23,1,1.0
66955,1,12,1,0.0
66956,1,21,1,1.0
66957,1,23,1,0.0
66959,1,23,1,0.0
67048,0,25,1,0.0
67049,0,25,1,0.0
67050,0,25,1,1.0
67051,0,22,1,0.0
67052,0,23,1,0.0
67053,0,25,1,0.0
67054,0,23,1,0.0
67215,6,35,1,1.0
67216,6,36,1,1.0
67217,6,38,1,0.0
67229,6,35,1,0.0
67230,6,33,1,0.0
67231,6,35,1,0.0
67232,6,36,1,0.0
67233,6,35,1,0.0
67319,6,37,1,1.0
67320,6,36,1,1.0
67321,6,37,1,0.0
67322,6,37,1,0.0
67323,6,37,1,1.0
67324,6,36,1,1.0
67325,6,36,1,0.0
67326,6,33,1,1.0
67327,6,36,1,0.0
67328,6,34,1,1.0
67329,6,34,1,0.0
67330,6,36,1,1.0
67331,6,37,1,0.0
67332,6,37,1,1.0
67333,6,33,1,1.0
67334,6,36,1,1.0
67428,6,35,1,1.0
67429,6,37,1,1.0
67434,6,38,1,1.0
67435,6,37,1,1.0
67436,6,38,1,1.0
69940,0,13,1,0.0
69941,0,12,1,0.0
69942,6,33,1,0.0
69943,0,12,1,0.0
69944,0,18,1,0.0
69945,0,22,1,0.0
69946,0,25,1,0.0
69960,0,24,1,1.0
69961,0,26,1,0.0
69962,0,26,1,0.0
69965,0,25,1,0.0
69966,0,13,1,0.0
69967,0,26,1,1.0
69968,0,23,1,0.0
69975,0,23,1,0.0
69976,0,26,1,0.0
69977,0,19,1,0.0
69978,0,25,1,0.0
69979,0,21,1,0.0
90812,6,38,1,1.0
