KerbsideID,Latitude,Longitude,RoadSegmentDescription,Zone_Number
,-37.819089,144.9876454,Vale Street between Wellington Parade South and Vale Street South,
,-37.8184991,144.9877395,Vale Street between Wellington Parade South and Vale Street South,
,-37.8182309,144.9877823,Vale Street between Wellington Parade South and Vale Street South,
,-37.8143679,144.9869693,Hotham Street between Simpson Street and Powlett Street,
,-37.8230984,144.9266524,Hall Street between Lorimer Street and Turner Street,
,-37.8233685,144.9266397,Hall Street between Lorimer Street and Turner Street,
,-37.8211569,144.9465876,Collins Street between Harbour Esplanade and Navigation Drive,7184.0
18587,-37.8190754,144.9484144,Batmans Hill Drive between Bourke Street and Collins Street,7163.0
18592,-37.8193568,144.9484251,Batmans Hill Drive between Bourke Street and Collins Street,7163.0
18572,-37.819151,144.9486305,Batmans Hill Drive between Bourke Street and Collins Street,7163.0
70627,-37.8215474,144.9661101,City Road between Southgate Avenue and Sturt Street,
77422,-37.8278894,144.9712901,St Kilda Road between Anzac Avenue and Coventry Street,
77425,-37.8277275,144.9713037,St Kilda Road between Anzac Avenue and Coventry Street,
77436,-37.8271347,144.9713403,Intersection of St Kilda Road and Anzac Avenue,
77418,-37.8281025,144.9712693,St Kilda Road between Anzac Avenue and Coventry Street,
77416,-37.8282103,144.971259,St Kilda Road between Anzac Avenue and Coventry Street,
,-37.831511,144.9765986,Dallas Brooks Drive between Domain Road and Birdwood Avenue,
,-37.8236996,144.9658788,Moore Street between Southbank Boulevard and Southern Link Road,
,-37.8238131,144.9658445,Moore Street between Southbank Boulevard and Southern Link Road,
,-37.8241972,144.9657424,Moore Street between Southbank Boulevard and Southern Link Road,
,-37.8250224,144.9654786,Moore Street between Southbank Boulevard and Southern Link Road,
,-37.8251415,144.9655659,Moore Street between Southbank Boulevard and Southern Link Road,
,-37.8332334,144.9803099,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8332386,144.9805145,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8332564,144.9811326,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8332701,144.9813364,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.833306,144.9816729,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.833386,144.9820679,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.833226,144.9800448,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8322948,144.9779671,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8328461,144.9786714,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8322632,144.9777907,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.8316255,144.977224,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.83158,144.9771848,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
,-37.831316,144.9769221,Birdwood Avenue between Dallas Brooks Drive and Domain Road,
65198,-37.8107798,144.9676973,Lonsdale Street between Exhibition Street and Russell Street,7558.0
,-37.818621,144.9476181,Bourke Street between Wurundjeri Way and Harbour Esplanade,7165.0
,-37.8186399,144.9475534,Bourke Street between Wurundjeri Way and Harbour Esplanade,7165.0
18630,-37.8210975,144.9436643,Collins Street between Merchant Street and Bourke Street,7186.0
15097,-37.8213404,144.9439375,Collins Street between Merchant Street and Bourke Street,7186.0
,-37.8227886,144.9389482,South Wharf Drive between Mills Place and Foundry Way,
,-37.8313563,144.9871146,Airlie Street between Clowes Street and The Righi,
,-37.8050569,144.963566,Cornell Place between Swanston Street and Queensberry Place,7025.0
,-37.8051211,144.963909,Cornell Place between Swanston Street and Queensberry Place,7025.0
62339,-37.8178588,144.9586238,Collins Street between William Street and King Street,7362.0
,-37.8194537,144.9434941,Merchant Street between Bourke Street and Victoria Harbour Promenade,7212.0
,-37.8196841,144.9435997,Merchant Street between Bourke Street and Victoria Harbour Promenade,7212.0
20904,-37.8197354,144.9453457,Geographe Street between Bourke Street and Keera Way,7197.0
20909,-37.8199711,144.9453134,Geographe Street between Bourke Street and Keera Way,7197.0
,-37.8195303,144.947019,Harbour Esplanade between Collins Street and Bourke Street,7202.0
,-37.8194634,144.9469926,Harbour Esplanade between Collins Street and Bourke Street,7202.0
20596,-37.820736,144.947271,Harbour Esplanade between Collins Street and Bourke Street,7202.0
,-37.8204404,144.9503961,Village Street between Collins Street and McCrae Street,7161.0
,-37.8261134,144.962321,Balston Street between Kavanagh Street and Southern Link Road,
,-37.8261404,144.9625075,Balston Street between Kavanagh Street and Southern Link Road,
,-37.825666,144.9618669,Balston Street between City Road and Kavanagh Street,
,-37.8253373,144.9612727,Balston Street between City Road and Kavanagh Street,
,-37.825569,144.9615851,Balston Street between City Road and Kavanagh Street,
,-37.825693,144.962344,Kavanagh Street between Power Street and Balston Street,
,-37.8256138,144.9624366,Kavanagh Street between Power Street and Balston Street,
,-37.8237672,144.9646016,Kavanagh Street between Southbank Boulevard and Power Street,
,-37.823513,144.964886,Kavanagh Street between Southbank Boulevard and Power Street,
69228,-37.807274,144.9679014,Victoria Street between Rathdowne Street and Drummond Street,7406.0
56925,-37.8169367,144.9558676,King Street between Little Collins Street and Bourke Street,7485.0
,-37.8180172,144.9617196,Flinders Lane between Queen Street and Market Street,7592.0
,-37.8179753,144.9616946,Flinders Lane between Queen Street and Market Street,7458.0
19112,-37.8047256,144.965647,Queensberry Street between Lygon Street and Cardigan Street,7076.0
64015,-37.8159762,144.9568472,Bourke Street between William Street and King Street,7336.0
61516,-37.8189053,144.958585,Flinders Lane between William Street and King Street,7425.0
61513,-37.8188517,144.958772,Flinders Lane between William Street and King Street,7692.0
61536,-37.8188983,144.9589577,Flinders Lane between William Street and King Street,7692.0
18565,-37.8195562,144.949699,Village Street between Bourke Street and Collins Street,7228.0
18571,-37.8198625,144.9499451,Village Street between Bourke Street and Collins Street,7228.0
18568,-37.8196956,144.9498089,Village Street between Bourke Street and Collins Street,7228.0
18566,-37.8196009,144.9497342,Village Street between Bourke Street and Collins Street,7228.0
,-37.8117815,144.9621423,Elizabeth Street between Lonsdale Street and Little Lonsdale Street,7603.0
,-37.7958343,144.9648191,Swanston Street between Elgin Street and College Crescent,
,-37.8103854,144.9457183,Stanley Street between Railway Place and Adderley Street,
,-37.809174,144.978355,Lansdowne Street between Albert Street and Victoria Parade,7260.0
,-37.8096204,144.9770898,Albert Street between Morrison Place and Lansdowne Street,7236.0
,-37.8291688,144.9741424,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,
,-37.828271,144.9734823,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,
,-37.8274227,144.9727598,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,
,-37.8272773,144.9726424,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,
,-37.827364,144.9725835,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,
,-37.826957,144.9724801,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,
,-37.827911,144.9731206,Birdwood Avenue between Dallas Brooks Drive and Anzac Avenue,
,-37.7945064,144.9468863,Abbotsford Street between Erskine Street and Brougham Street,
,-37.7957917,144.946833,Abbotsford Street between Canning Street and Erskine Street,
,-37.7959612,144.946804,Abbotsford Street between Canning Street and Erskine Street,
,-37.7960096,144.9466183,Abbotsford Street between Canning Street and Erskine Street,
20923,-37.8203147,144.9460514,Navigation Drive between Bourke Street and Collins Street,7214.0
,-37.7997133,144.9180914,Kensington Road between Hobsons Road and Dynon Road,
,-37.795774,144.9526954,Story Street between Park Drive and Gatehouse Street,
,-37.8095257,144.9762301,Albert Street between Gisborne Street and Morrison Place,7236.0
,-37.8165444,144.9876095,Wellington Parade between Simpson Street and Powlett Street,
,-37.8084427,144.9435454,Railway Place between Hawke Street and Abbotsford Street,
,-37.8087417,144.9437826,Railway Place between Hawke Street and Abbotsford Street,
,-37.8087873,144.9438188,Railway Place between Hawke Street and Abbotsford Street,
13022,-37.8195834,144.9449477,Bourke Street between Harbour Esplanade and Enterprize Way,7173.0
,-37.8193573,144.9451014,Bourke Street between Harbour Esplanade and Enterprize Way,7173.0
13428,-37.8199178,144.9431657,Bourke Street between Enterprize Way and Cumberland Street,7178.0
,-37.8197217,144.9441096,Bourke Street between Enterprize Way and Cumberland Street,7178.0
,-37.819675,144.9440008,Bourke Street between Enterprize Way and Cumberland Street,7178.0
,-37.8105705,144.9669611,Russell Street between Lonsdale Street and Little Lonsdale Street,7640.0
51015,-37.812636,144.9709182,Exhibition Street between Little Collins Street and Bourke Street,7413.0
,-37.8161117,144.9682624,Flinders Lane between Russell Street and Swanston Street,7451.0
20871,-37.819843,144.9452792,Geographe Street between Bourke Street and Keera Way,7197.0
,-37.81866,144.9877145,Vale Street between Wellington Parade South and Vale Street South,
,-37.82033,144.9736145,Boathouse Drive between St Kilda Road and Alexandra Avenue,
,-37.8260247,144.972407,Linlithgow Avenue between St Kilda Road and Government House Drive,
,-37.8253801,144.9723764,Linlithgow Avenue between St Kilda Road and Government House Drive,
,-37.8253292,144.9723525,Linlithgow Avenue between St Kilda Road and Government House Drive,
,-37.825279,144.9723254,Linlithgow Avenue between St Kilda Road and Government House Drive,
,-37.8239608,144.9706732,St Kilda Road between Southbank Boulevard and Grant Street,
,-37.8243154,144.9708395,St Kilda Road between Southbank Boulevard and Grant Street,
,-37.8244677,144.9709096,St Kilda Road between Southbank Boulevard and Grant Street,
,-37.8274916,144.9715152,St Kilda Road between Anzac Avenue and Coventry Street,
,-37.827759,144.9715004,St Kilda Road between Anzac Avenue and Coventry Street,
,-37.8275455,144.9715111,St Kilda Road between Anzac Avenue and Coventry Street,
,-37.8282676,144.9715869,St Kilda Road between Anzac Avenue and Coventry Street,
,-37.8365374,144.9829096,Leopold Street between Toorak Road and Domain Road,
,-37.8148249,144.9453591,La Trobe Street between Wurundjeri Way and Harbour Esplanade,7205.0
,-37.7947108,144.9444769,Erskine Street between Dryburgh Street and Melrose Street,
50223,-37.8126751,144.9735362,Spring Street between Collins Street and Little Collins Street,7645.0
17713,-37.8201318,144.9392563,Collins Street between Sailmaker Way and North Wharf Road,7188.0
51861,-37.8140947,144.968579,Russell Street between Collins Street and Little Collins Street,7674.0
,-37.8128957,144.9396398,Little Docklands Drive between Footscray Road and Waterfront Way,7210.0
65642,-37.8138678,144.9567482,Lonsdale Street between William Street and King Street,7571.0
,-37.8305678,144.9847127,Clowes Street between Anderson Street and Walsh Street,
60217,-37.8169771,144.9687224,Flinders Street between Russell Street and Swanston Street,7451.0
31838,-37.8045376,144.9622413,Queensberry Street between Swanston Street and Bouverie Street,7025.0
,-37.8060303,144.9598706,Leicester Street between Victoria Street and Berkeley Street,7010.0
,-37.8026719,144.9563911,Peel Street between Queensberry Street and Elizabeth Street,7719.0
,-37.8049426,144.9553167,Capel Street between Victoria Street and Queensberry Street,7712.0
,-37.8152335,144.9585741,Little William Street between Bourke Street and Little Bourke Street,7339.0
65490,-37.8128712,144.9605372,Lonsdale Street between Elizabeth Street and Queen Street,7553.0
65445,-37.8124891,144.9615528,Lonsdale Street between Elizabeth Street and Queen Street,7551.0
,-37.8139568,144.942557,Aquitania Way between Caravel Lane and Newquay Promenade,7156.0
,-37.8158123,144.9375457,Augusta Avenue between Pearl River Road and Wattle Road,7220.0
24036,-37.8053088,144.9571822,Cobden Street between Victoria Street and Princess Street,7721.0
9451,-37.8052066,144.957313,Cobden Street between Victoria Street and Princess Street,7721.0
,-37.8052329,144.9573083,Cobden Street between Victoria Street and Princess Street,7721.0
9463,-37.8055181,144.9572579,Cobden Street between Victoria Street and Princess Street,7716.0
,-37.8154875,144.9361651,Docklands Drive between Pearl River Road and Docklands Drive,7220.0
68961,-37.8096496,144.9514376,Dudley Street between King Street and Spencer Street,7939.0
,-37.815301,144.9764288,Wellington Parade between Lansdowne Street and Spring Street,7301.0
,-37.8152793,144.9762293,Wellington Parade between Lansdowne Street and Spring Street,7301.0
,-37.8159434,144.9805574,Wellington Parade between Clarendon Street and Jolimont Road,7250.0
,-37.8160761,144.981757,Wellington Parade between Clarendon Street and Jolimont Road,7250.0
,-37.8160085,144.9811501,Wellington Parade between Clarendon Street and Jolimont Road,7250.0
,-37.7885386,144.9689157,Lygon Street between Princes Street and MacPherson Street,
,-37.7890277,144.9688323,Lygon Street between Princes Street and MacPherson Street,
,-37.7881578,144.9689804,Lygon Street between Princes Street and MacPherson Street,
,-37.7901969,144.9686313,Lygon Street between Princes Street and MacPherson Street,
