KerbsideID,Latitude,Longitude,RoadSegmentDescription,Zone_Number
60739,-37.8208076,144.9563444,Flinders Street between King Street and Spencer Street,7438.0
60723,-37.8207618,144.9556529,Flinders Street between King Street and Spencer Street,7368.0
51933,-37.8133045,144.9683401,Russell Street between Little Collins Street and Bourke Street,7638.0
51936,-37.8132372,144.9683094,Russell Street between Little Collins Street and Bourke Street,7638.0
,-37.8119548,144.9769596,St Andrews Place between Lansdowne Street and MacArthur Street,7278.0
65835,-37.8089209,144.9698075,Little Lonsdale Street between Spring Street and Exhibition Street,7561.0
65063,-37.8098502,144.9705255,Lonsdale Street between Spring Street and Exhibition Street,7570.0
65057,-37.8097786,144.97077,Lonsdale Street between Spring Street and Exhibition Street,7570.0
52217,-37.8101546,144.967025,Russell Street between Lonsdale Street and Little Lonsdale Street,7639.0
52212,-37.8104129,144.9671433,Russell Street between Lonsdale Street and Little Lonsdale Street,7640.0
62237,-37.8171502,144.9610814,Collins Street between Queen Street and Market Street,7355.0
,-37.8172086,144.9603159,Intersection of Collins Street and Market Street,7344.0
62113,-37.8164854,144.9628123,Collins Street between Elizabeth Street and Queen Street,7333.0
62133,-37.8165851,144.9630228,Collins Street between Elizabeth Street and Queen Street,7415.0
61914,-37.8148827,144.968308,Collins Street between Russell Street and Swanston Street,7359.0
61920,-37.8149952,144.9679238,Collins Street between Russell Street and Swanston Street,7359.0
,-37.8151328,144.9674547,Collins Street between Russell Street and Swanston Street,7359.0
62417,-37.818543,144.9556699,Collins Street between King Street and Spencer Street,7354.0
,-37.8144605,144.962121,Bourke Street between Elizabeth Street and Queen Street,7333.0
,-37.811638,144.9723232,Bourke Street between Spring Street and Exhibition Street,7579.0
63961,-37.8155501,144.958914,Bourke Street between Queen Street and William Street,7339.0
67642,-37.8076957,144.9663144,MacKenzie Street between Victoria Street and Russell Street,7076.0
,-37.8139382,144.9686499,Russell Street between Collins Street and Little Collins Street,7628.0
,-37.8140938,144.9686899,Russell Street between Collins Street and Little Collins Street,7674.0
52018,-37.811937,144.9678394,Russell Street between Bourke Street and Little Bourke Street,7625.0
,-37.8168556,144.9529969,Spencer Street between Bourke Street and Little Bourke Street,7642.0
50126,-37.8139212,144.9741444,Spring Street between Flinders Lane and Collins Street,7659.0
53213,-37.8127383,144.9625831,Elizabeth Street between Little Bourke Street and Lonsdale Street,7389.0
53212,-37.8127903,144.962607,Elizabeth Street between Little Bourke Street and Lonsdale Street,7389.0
,-37.8083976,144.9605913,Elizabeth Street between A'Beckett Street and Franklin Street,
56910,-37.8170643,144.9561748,King Street between Little Collins Street and Bourke Street,7485.0
56827,-37.8177143,144.9562239,King Street between Collins Street and Little Collins Street,7487.0
57311,-37.813122,144.954361,King Street between Little Lonsdale Street and La Trobe Street,7624.0
51431,-37.8089084,144.9691257,Exhibition Street between Little Lonsdale Street and La Trobe Street,7406.0
60436,-37.8186399,144.9636835,Flinders Street between Elizabeth Street and Queen Street,7434.0
30419,-37.8024506,144.9641882,Pelham Street between Cardigan Street and Swanston Street,7018.0
30427,-37.8026037,144.964726,Pelham Street between Cardigan Street and Swanston Street,7089.0
30444,-37.8025256,144.9639854,Pelham Street between Cardigan Street and Swanston Street,7018.0
30450,-37.8026862,144.9645941,Pelham Street between Cardigan Street and Swanston Street,7089.0
30451,-37.8026787,144.9645267,Pelham Street between Cardigan Street and Swanston Street,
69519,-37.806587,144.9633255,Victoria Street between Cardigan Street and Swanston Street,7076.0
69520,-37.8065799,144.9632631,Victoria Street between Cardigan Street and Swanston Street,7910.0
69421,-37.8070189,144.9654951,Victoria Street between Lygon Street and Cardigan Street,7076.0
66014,-37.8100017,144.9661047,Little Lonsdale Street between Russell Street and Swanston Street,7549.0
64839,-37.8149617,144.9568965,Little Bourke Street between William Street and King Street,7336.0
63338,-37.817553,144.9556482,Little Collins Street between King Street and Spencer Street,7537.0
35763,-37.8020813,144.9658252,Argyle Place North between Lygon Street and Cardigan Street,7089.0
,-37.801957,144.9655118,Argyle Place North between Lygon Street and Cardigan Street,7089.0
35738,-37.8020039,144.96595,Argyle Place North between Lygon Street and Cardigan Street,7089.0
35737,-37.8020073,144.9659813,Argyle Place North between Lygon Street and Cardigan Street,7089.0
,-37.8112302,144.9493781,Batman Street between Adderley Street and Spencer Street,7930.0
,-37.8114385,144.9493447,Batman Street between Adderley Street and Spencer Street,7930.0
,-37.8111028,144.9501803,Batman Street between Adderley Street and Spencer Street,7930.0
,-37.8111113,144.9501501,Batman Street between Adderley Street and Spencer Street,7930.0
,-37.8112299,144.9497314,Batman Street between Adderley Street and Spencer Street,7930.0
,-37.8113372,144.9493523,Batman Street between Adderley Street and Spencer Street,7930.0
,-37.8114843,144.9488323,Batman Street between Adderley Street and Spencer Street,7930.0
,-37.8115088,144.9487456,Batman Street between Adderley Street and Spencer Street,7930.0
,-37.8115415,144.9486301,Batman Street between Adderley Street and Spencer Street,7930.0
23840,-37.811512,144.9532103,Jeffcott Street between Spencer Street and King Street,7938.0
23865,-37.8120021,144.9514772,Jeffcott Street between Spencer Street and King Street,7936.0
16758,-37.8029512,144.9670217,Pelham Street between Drummond Street and Lygon Street,7089.0
,-37.8029435,144.9686909,Pelham Street between Rathdowne Street and Drummond Street,7089.0
29346,-37.8030102,144.9684129,Pelham Street between Rathdowne Street and Drummond Street,7089.0
29362,-37.8031294,144.9686546,Pelham Street between Rathdowne Street and Drummond Street,7089.0
31933,-37.8065321,144.9644226,Cardigan Street between Victoria Street and Queensberry Street,7076.0
31938,-37.8063966,144.9644459,Cardigan Street between Victoria Street and Queensberry Street,7076.0
31940,-37.8062692,144.9644684,Cardigan Street between Victoria Street and Queensberry Street,7076.0
31946,-37.8060904,144.9645001,Cardigan Street between Victoria Street and Queensberry Street,7076.0
31915,-37.8061527,144.9646122,Cardigan Street between Victoria Street and Queensberry Street,7076.0
31923,-37.8055648,144.9647168,Cardigan Street between Victoria Street and Queensberry Street,7076.0
,-37.8055637,144.9644763,Cardigan Street between Victoria Street and Queensberry Street,7076.0
31953,-37.8064243,144.9643244,Cardigan Street between Victoria Street and Queensberry Street,7076.0
35644,-37.8034282,144.9654957,Argyle Place South between Lygon Street and Cardigan Street,7089.0
19126,-37.8049427,144.9658971,Queensberry Street between Lygon Street and Cardigan Street,7076.0
19129,-37.8049203,144.9656934,Queensberry Street between Lygon Street and Cardigan Street,7076.0
8733,-37.8022138,144.9611523,Pelham Street between Bouverie Street and Leicester Street,7084.0
8747,-37.802284,144.9617981,Pelham Street between Bouverie Street and Leicester Street,7084.0
30628,-37.8029636,144.9606471,Leicester Street between Queensberry Street and Pelham Street,7084.0
30698,-37.8024569,144.9605018,Leicester Street between Queensberry Street and Pelham Street,7084.0
8891,-37.8047694,144.9598655,Berkeley Street between Leicester Street and Queensberry Street,7010.0
8893,-37.8046621,144.959816,Berkeley Street between Leicester Street and Queensberry Street,7010.0
,-37.8057943,144.9600316,Leicester Street between Victoria Street and Berkeley Street,7010.0
30859,-37.8049972,144.9601695,Intersection of Leicester Street and Berkeley Street,7010.0
9587,-37.8038315,144.9495856,Errol Street between Victoria Street and Queensberry Street,7725.0
9600,-37.8042331,144.9493236,Errol Street between Victoria Street and Queensberry Street,7725.0
9607,-37.8036512,144.9494261,Errol Street between Victoria Street and Queensberry Street,7725.0
9609,-37.8037623,144.9494065,Errol Street between Victoria Street and Queensberry Street,7725.0
9625,-37.804951,144.9485494,Victoria Street between Errol Street and Curzon Street,7753.0
,-37.8049383,144.948437,Victoria Street between Errol Street and Curzon Street,7753.0
9647,-37.8050623,144.9486104,Victoria Street between Errol Street and Curzon Street,7753.0
,-37.8087233,144.9505099,Rosslyn Street between King Street and Spencer Street,7985.0
,-37.8087857,144.9503825,Rosslyn Street between King Street and Spencer Street,7930.0
,-37.8108789,144.9482757,Dudley Street between Adderley Street and Spencer Street,7930.0
,-37.8100557,144.9477714,Rosslyn Street between Adderley Street and Spencer Street,7930.0
,-37.809716,144.9484706,Rosslyn Street between Adderley Street and Spencer Street,7930.0
,-37.8096782,144.9485489,Rosslyn Street between Adderley Street and Spencer Street,7930.0
,-37.8095775,144.9487558,Rosslyn Street between Adderley Street and Spencer Street,7930.0
,-37.8095405,144.9488317,Rosslyn Street between Adderley Street and Spencer Street,7930.0
,-37.8108234,144.9461834,Rosslyn Street between Railway Place and Adderley Street,
,-37.8107061,144.9466527,Rosslyn Street between Railway Place and Adderley Street,7930.0
,-37.8106034,144.9464138,Rosslyn Street between Railway Place and Adderley Street,
,-37.7985515,144.9654168,Faraday Street between Cardigan Street and Swanston Street,
19259,-37.7988875,144.9657427,Cardigan Street between Grattan Street and Faraday Street,
19254,-37.7990288,144.9657182,Cardigan Street between Grattan Street and Faraday Street,
21031,-37.7978831,144.9673342,Lygon Street between Faraday Street and Elgin Street,
21029,-37.7980391,144.9673075,Lygon Street between Faraday Street and Elgin Street,
34945,-37.8001426,144.9669485,Lygon Street between Grattan Street and Faraday Street,
34946,-37.8000859,144.9669585,Lygon Street between Grattan Street and Faraday Street,
34948,-37.7999726,144.9669784,Lygon Street between Grattan Street and Faraday Street,
57418,-37.8117113,144.9537055,King Street between La Trobe Street and Jeffcott Street,7949.0
57416,-37.8118095,144.9537512,King Street between La Trobe Street and Jeffcott Street,7949.0
57413,-37.8119572,144.9538201,King Street between La Trobe Street and Jeffcott Street,7949.0
57550,-37.8106827,144.9529807,King Street between Jeffcott Street and Batman Street,7939.0
57541,-37.8111871,144.953216,King Street between Jeffcott Street and Batman Street,7938.0
57540,-37.8112353,144.9532384,King Street between Jeffcott Street and Batman Street,7938.0
,-37.8099837,144.9529066,King Street between Batman Street and Dudley Street,7939.0
,-37.7950018,144.9714405,Kay Street between Canning Street and Rathdowne Street,7053.0
,-37.7950318,144.9717144,Kay Street between Canning Street and Rathdowne Street,7053.0
,-37.7950683,144.9720568,Kay Street between Canning Street and Rathdowne Street,7049.0
,-37.7950982,144.9723329,Kay Street between Canning Street and Rathdowne Street,7049.0
,-37.795108,144.9724237,Kay Street between Canning Street and Rathdowne Street,7049.0
,-37.7951325,144.972648,Kay Street between Canning Street and Rathdowne Street,7049.0
,-37.7951394,144.9727126,Kay Street between Canning Street and Rathdowne Street,7049.0
,-37.804118,144.9648471,Cardigan Street between Queensberry Street and Argyle Place South,7076.0
,-37.8040717,144.9648553,Cardigan Street between Queensberry Street and Argyle Place South,
,-37.8023469,144.9651521,Cardigan Street between Pelham Street and Argyle Place North,7089.0
,-37.8022481,144.965169,Cardigan Street between Pelham Street and Argyle Place North,7089.0
,-37.8015414,144.9652912,Cardigan Street between Argyle Place North and Grattan Street,7089.0
,-37.8011567,144.9653577,Cardigan Street between Argyle Place North and Grattan Street,
,-37.8017161,144.9653824,Cardigan Street between Argyle Place North and Grattan Street,7089.0
,-37.802735,144.9620779,Bouverie Street between Lincoln Square South and Pelham Street,7084.0
,-37.8025464,144.9621102,Bouverie Street between Lincoln Square South and Pelham Street,7084.0
,-37.8018058,144.9622391,Bouverie Street between Pelham Street and Lincoln Square North,7018.0
,-37.8006119,144.9624472,Bouverie Street between Lincoln Square North and Grattan Street,7014.0
,-37.8029242,144.9619269,Bouverie Street between Lincoln Square South and Pelham Street,7084.0
,-37.8027651,144.9619544,Bouverie Street between Lincoln Square South and Pelham Street,7084.0
10323,-37.8011103,144.9624761,Bouverie Street between Lincoln Square North and Grattan Street,7014.0
,-37.8027159,144.962198,Bouverie Street between Lincoln Square South and Pelham Street,7084.0
,-37.8040393,144.9619665,Bouverie Street between Queensberry Street and Lincoln Square South,7025.0
36840,-37.8046288,144.9661734,Lygon Street between Queensberry Street and Argyle Place South,7076.0
36815,-37.8043397,144.9664096,Lygon Street between Queensberry Street and Argyle Place South,7076.0
36818,-37.804179,144.966437,Lygon Street between Queensberry Street and Argyle Place South,7089.0
36832,-37.8032581,144.9665953,Lygon Street between Argyle Place South and Pelham Street,7089.0
36734,-37.8013005,144.9669296,Lygon Street between Argyle Place North and Grattan Street,7089.0
36725,-37.8017769,144.9668479,Lygon Street between Argyle Place North and Grattan Street,7089.0
36749,-37.8024646,144.9665411,Lygon Street between Pelham Street and Argyle Place North,7089.0
,-37.8036581,144.9551597,Queensberry Street between Capel Street and Howard Street,7712.0
,-37.8036122,144.9547555,Queensberry Street between Capel Street and Howard Street,7712.0
,-37.8037513,144.9551756,Queensberry Street between Capel Street and Howard Street,7712.0
10731,-37.8049148,144.950921,Leveson Street between Victoria Street and Queensberry Street,7739.0
,-37.8042574,144.9508061,Leveson Street between Victoria Street and Queensberry Street,7739.0
10745,-37.8036222,144.9509155,Leveson Street between Victoria Street and Queensberry Street,7740.0
,-37.8036669,144.9510238,Leveson Street between Victoria Street and Queensberry Street,7740.0
,-37.8037369,144.9510112,Leveson Street between Victoria Street and Queensberry Street,7740.0
,-37.8037836,144.9510029,Leveson Street between Victoria Street and Queensberry Street,7739.0
,-37.8042047,144.9509284,Leveson Street between Victoria Street and Queensberry Street,7739.0
,-37.8050299,144.9507833,Leveson Street between Victoria Street and Queensberry Street,7739.0
10801,-37.8061096,144.9552283,Capel Street between William Street and Victoria Street,7922.0
10850,-37.806483,144.9550453,Capel Street between William Street and Victoria Street,7923.0
,-37.8051781,144.9537738,Howard Street between Victoria Street and Queensberry Street,7752.0
,-37.8052256,144.9537653,Howard Street between Victoria Street and Queensberry Street,7752.0
,-37.8045426,144.9538876,Howard Street between Victoria Street and Queensberry Street,7752.0
,-37.8042612,144.9539377,Howard Street between Victoria Street and Queensberry Street,7712.0
,-37.8040505,144.9538535,Howard Street between Victoria Street and Queensberry Street,7712.0
,-37.8081515,144.9547749,William Street between Dudley Street and Walsh Street,7986.0
11178,-37.8032383,144.9482042,Curzon Street between Elm Street and Queensberry Street,7722.0
,-37.8075303,144.9544864,William Street between Capel Street and Rosslyn Street,7993.0
,-37.806713,144.9541157,William Street between Rosslyn Street and Victoria Street,7988.0
11239,-37.8064759,144.9538822,William Street between Rosslyn Street and Victoria Street,7988.0
11242,-37.8066308,144.9539534,William Street between Rosslyn Street and Victoria Street,7988.0
,-37.8074133,144.9531993,Rosslyn Street between Howard Street and King Street,7985.0
,-37.8054783,144.9551059,Capel Street between Victoria Street and Queensberry Street,7712.0
,-37.8049635,144.9554304,Capel Street between Victoria Street and Queensberry Street,7712.0
,-37.8073309,144.951062,King Street between Rosslyn Street and Stanley Street,7924.0
,-37.8071553,144.9508961,Intersection of King Street and Stanley Street,7924.0
,-37.8068514,144.9505915,King Street between Stanley Street and Roden Street,7924.0
,-37.8030662,144.950729,Queensberry Street between Leveson Street and Errol Street,7748.0
11477,-37.8031058,144.9502322,Queensberry Street between Leveson Street and Errol Street,7748.0
11488,-37.8031576,144.9506996,Queensberry Street between Leveson Street and Errol Street,7748.0
,-37.8074614,144.950333,Stanley Street between King Street and Spencer Street,
,-37.8075568,144.9501767,Stanley Street between King Street and Spencer Street,
,-37.8078629,144.9496752,Stanley Street between King Street and Spencer Street,
,-37.8079399,144.9495491,Stanley Street between King Street and Spencer Street,
,-37.8080818,144.9493167,Stanley Street between King Street and Spencer Street,
,-37.8081632,144.9491834,Stanley Street between King Street and Spencer Street,
,-37.807558,144.9499863,Stanley Street between King Street and Spencer Street,
,-37.808252,144.9492281,Stanley Street between King Street and Spencer Street,
,-37.8125466,144.9491676,Intersection of Adderley Street and Jeffcott Street,7936.0
,-37.8127205,144.9493654,Adderley Street between La Trobe Street and Jeffcott Street,7936.0
,-37.8118824,144.9486383,Adderley Street between Jeffcott Street and Batman Street,7930.0
63242,-37.8169898,144.9575455,Little Collins Street between William Street and King Street,7532.0
63216,-37.8167833,144.9579382,Little Collins Street between William Street and King Street,7534.0
,-37.7815698,144.958983,Ievers Street between Royal Parade and The Avenue,
,-37.7845702,144.9576112,Walker Street between Royal Parade and The Avenue,
,-37.7846425,144.9585508,Walker Street between Royal Parade and The Avenue,
11794,-37.800446,144.9557135,Flemington Road between Blackwood Street and Wreckyn Street,7726.0
,-37.8051969,144.9615295,Bouverie Street between Victoria Street and Queensberry Street,7025.0
,-37.8016213,144.9544936,Blackwood Street between Flemington Road and Courtney Street,7708.0
,-37.8013766,144.9551341,Blackwood Street between Flemington Road and Courtney Street,7708.0
,-37.7987277,144.953555,Flemington Road between Villiers Street and Harcourt Street,7757.0
12092,-37.800516,144.9540966,Wreckyn Street between Flemington Road and Courtney Street,7766.0
,-37.8007831,144.9537577,Wreckyn Street between Flemington Road and Courtney Street,7766.0
,-37.7985762,144.9519697,Harcourt Street between Courtney Street and Flemington Road,7720.0
,-37.7876195,144.958062,Leonard Street between Royal Parade and The Avenue,
,-37.7957716,144.9521424,Gatehouse Street between Flemington Road and Story Street,
,-37.7991018,144.9535901,Villiers Street between Flemington Road and Courtney Street,7757.0
,-37.7995788,144.9529827,Villiers Street between Flemington Road and Courtney Street,7757.0
,-37.7997205,144.9528023,Villiers Street between Flemington Road and Courtney Street,7757.0
,-37.7997903,144.9525542,Villiers Street between Flemington Road and Courtney Street,7757.0
,-37.8014884,144.951293,Leveson Street between Queensberry Street and Arden Street,7748.0
78817,-37.8287692,144.9705582,Coventry Street between St Kilda Road and Wells Street,
78812,-37.8287237,144.9707339,Coventry Street between St Kilda Road and Wells Street,
78811,-37.8286849,144.9708141,Coventry Street between St Kilda Road and Wells Street,
,-37.808783,144.9481649,Stanley Street between Adderley Street and Spencer Street,
,-37.8091597,144.9475428,Stanley Street between Adderley Street and Spencer Street,
,-37.8093639,144.9472057,Stanley Street between Adderley Street and Spencer Street,
,-37.8260809,144.9707732,Wadey Street between St Kilda Road and Wells Street,
,-37.8261399,144.9705972,Wadey Street between St Kilda Road and Wells Street,
13127,-37.8081898,144.9532736,Walsh Street between Milton Street and King Street,7985.0
,-37.8261576,144.9563924,Whiteman Street between Westgate Freeway and Clarendon Street,
,-37.8264493,144.9560446,Whiteman Street between Westgate Freeway and Clarendon Street,
,-37.8275801,144.9553609,Cecil Street between Whiteman Street and Haig Street,
,-37.8267863,144.9555825,Whiteman Street between Westgate Freeway and Clarendon Street,
,-37.8268341,144.9555497,Whiteman Street between Westgate Freeway and Clarendon Street,
,-37.8219304,144.9547327,Siddeley Street between Spencer Street and Wurundjeri Way,7219.0
,-37.8214471,144.9511883,Village Street between Collins Street and McCrae Street,7229.0
,-37.8213086,144.945992,Collins Street between Navigation Drive and Merchant Street,7208.0
,-37.8214828,144.9668456,City Road between Southgate Avenue and Sturt Street,
,-37.8079386,144.9430849,Railway Place between Abbotsford Street and Adderley Street,
,-37.8079851,144.9431217,Railway Place between Abbotsford Street and Adderley Street,
,-37.8331726,144.9755679,Domain Road between St Kilda Road and Dallas Brooks Drive,7348.0
,-37.8331806,144.9756297,Domain Road between St Kilda Road and Dallas Brooks Drive,7348.0
,-37.806426,144.9535843,Howard Street between Rosslyn Street and William Street,7988.0
,-37.8065389,144.9535647,Howard Street between Rosslyn Street and William Street,7988.0
,-37.8080914,144.9726784,Victoria Parade between Nicholson Street and Spring Street,7297.0
,-37.7944935,144.9715097,Neill Street between Rathdowne Street and Canning Street,7053.0
,-37.7988176,144.9664837,Dorrit Street between Grattan Street and Faraday Street,
,-37.8003094,144.9662265,Dorrit Street between Grattan Street and Faraday Street,
,-37.8000952,144.9662636,Dorrit Street between Grattan Street and Faraday Street,
,-37.7993743,144.9664461,Dorrit Street between Grattan Street and Faraday Street,
,-37.8200447,144.9712138,PT5354 from Boathouse Drive,
,-37.8199786,144.9710456,PT5354 from Boathouse Drive,
,-37.8200362,144.9700434,PT5354 from Boathouse Drive,
,-37.8343085,144.985487,Walsh Street between Domain Road and Acland Street,
,-37.8330844,144.9857566,Walsh Street between Acland Street and Clowes Street,
,-37.8329329,144.9858529,Walsh Street between Acland Street and Clowes Street,
,-37.8328246,144.9858105,Walsh Street between Acland Street and Clowes Street,
,-37.8322694,144.9859908,Walsh Street between Acland Street and Clowes Street,
77465,-37.8276461,144.9711816,St Kilda Road between Anzac Avenue and Coventry Street,
,-37.8044643,144.9577624,O'Connell Street between Victoria Street and Queensberry Street,7716.0
,-37.8044219,144.957743,O'Connell Street between Victoria Street and Queensberry Street,7716.0
,-37.8159095,144.9566518,Gresham Street between Bourke Street and Little Bourke Street,7336.0
,-37.8127382,144.9496115,Adderley Street between La Trobe Street and Jeffcott Street,7936.0
,-37.8123825,144.9500702,Jeffcott Street between Adderley Street and Spencer Street,7936.0
,-37.8101198,144.9611759,Elizabeth Street between La Trobe Street and Little La Trobe Street,7539.0
,-37.8372345,144.9785349,Toorak Road between Domain Street and Hope Street,
51744,-37.8154984,144.969232,Russell Street between Flinders Lane and Collins Street,7636.0
51752,-37.8151319,144.9690615,Russell Street between Flinders Lane and Collins Street,7637.0
,-37.8294054,144.9715396,St Kilda Road between Coventry Street and Dorcas Street,
23281,-37.8105148,144.952615,Batman Street between Spencer Street and King Street,7939.0
,-37.8022922,144.9610227,Pelham Street between Bouverie Street and Leicester Street,7084.0
,-37.795461,144.9333143,Albermarle Street between Hardiman Street and MacAulay Road,
,-37.8004531,144.9730095,Owen Street between Barrup Street and Canning Street,
,-37.8005684,144.9730406,Owen Street between Barrup Street and Canning Street,
,-37.8010368,144.9691017,Grattan Street between Rathdowne Street and Drummond Street,
,-37.8010079,144.9688353,Grattan Street between Rathdowne Street and Drummond Street,
35523,-37.8015327,144.9625278,Lincoln Square North between Swanston Street and Bouverie Street,7014.0
,-37.7985313,144.9539888,Flemington Road between Villiers Street and Harcourt Street,7757.0
54915,-37.8083551,144.9580223,Queen Street between Franklin Street and Therry Street,
,-37.793865,144.9459195,Brougham Street between Abbotsford Street and Dryburgh Street,
,-37.7938833,144.9460802,Brougham Street between Abbotsford Street and Dryburgh Street,
,-37.8088191,144.9792884,Victoria Parade between Eades Street and Lansdowne Street,7260.0
,-37.802746,144.9652059,Intersection of Cardigan Street and Pelham Street,7089.0
,-37.8481835,144.9801385,St Kilda Road between Moubray Street and High Street,7586.0
,-37.8486509,144.9803091,St Kilda Road between Moubray Street and High Street,7586.0
,-37.8488067,144.980366,St Kilda Road between Moubray Street and High Street,7586.0
63448,-37.8119661,144.9711971,Bourke Street between Spring Street and Exhibition Street,7343.0
17715,-37.8203006,144.9399604,Collins Street between Sailmaker Way and North Wharf Road,7188.0
,-37.7933051,144.9320436,Barnett Street between Robertson Street and Macaulay Road,
,-37.7935292,144.9320017,Barnett Street between Robertson Street and Macaulay Road,
,-37.7938403,144.9319444,Barnett Street between Robertson Street and Macaulay Road,
,-37.8434114,144.9784006,St Kilda Road between Armadale Street and Commercial Road,
,-37.8433102,144.9783637,St Kilda Road between Armadale Street and Commercial Road,
,-37.7969586,144.9731425,Canning Street between Elgin Street and Palmerston Street,7049.0
,-37.7968515,144.973161,Canning Street between Elgin Street and Palmerston Street,7049.0
,-37.7972243,144.9718702,David Street between Elgin Street and Palmerston Street,
,-37.793856,144.9701298,Colgan Street between Rathdowne Street and Drummond Street,7053.0
,-37.8408932,144.9774749,St Kilda Road between Slater Street and Armadale Street,
,-37.8397187,144.9770456,St Kilda Road between Slater Street and Armadale Street,
26247,-37.8030434,144.9634412,Swanston Street between Lincoln Square South and Pelham Street,7018.0
,-37.7945601,144.940325,Buncle Street between Macaulay Road and Caytre Crescent,
,-37.7946858,144.9402766,Buncle Street between Macaulay Road and Caytre Crescent,
,-37.7985902,144.9468025,Haines Street between Curzon Street and Abbotsford Street,
,-37.7972614,144.9474482,Molesworth Street between Harker Street and Abbotsford Street,
,-37.7973461,144.9475542,Molesworth Street between Harker Street and Abbotsford Street,
,-37.7977384,144.9480449,Molesworth Street between Harker Street and Abbotsford Street,
,-37.7979847,144.9483528,Molesworth Street between Harker Street and Abbotsford Street,
,-37.8137536,144.9531702,Little Lonsdale Street between King Street and Spencer Street,7621.0
,-37.8033475,144.9579215,Elizabeth Street between Queensberry Street and Pelham Street,7392.0
,-37.7999787,144.973446,Murchison Street between Barrup Street and Canning Street,
,-37.7998314,144.9731015,Murchison Street between Barrup Street and Canning Street,
,-37.7998617,144.9733805,Murchison Street between Barrup Street and Canning Street,
,-37.7998844,144.9735897,Intersection of Barrup Street and Murchison Street,
,-37.8121979,144.9385013,Waterfront Way between Footscray Road and Docklands Drive,7232.0
,-37.8137667,144.9533042,Little Lonsdale Street between King Street and Spencer Street,7621.0
62031,-37.8160078,144.9644648,Collins Street between Swanston Street and Elizabeth Street,7190.0
62873,-37.8140543,144.9676483,Little Collins Street between Russell Street and Swanston Street,7507.0
,-37.814228,144.9670582,Little Collins Street between Russell Street and Swanston Street,7507.0
61145,-37.8169366,144.9654284,Flinders Lane between Swanston Street and Elizabeth Street,7450.0
60231,-37.8172679,144.9677324,Flinders Street between Russell Street and Swanston Street,7452.0
,-37.813365,144.9682425,Russell Street between Little Collins Street and Bourke Street,7638.0
63431,-37.8116581,144.9722538,Bourke Street between Spring Street and Exhibition Street,7579.0
,-37.809857,144.9471044,Adderley Street between Rosslyn Street and Stanley Street,7930.0
,-37.8099011,144.9471438,Adderley Street between Rosslyn Street and Stanley Street,7930.0
,-37.8099452,144.9471833,Adderley Street between Rosslyn Street and Stanley Street,7930.0
,-37.8049738,144.9410549,Laurens Street between Miller Street and Queensberry Street,
,-37.8040378,144.9412255,Laurens Street between Miller Street and Queensberry Street,
,-37.8041431,144.9413468,Laurens Street between Miller Street and Queensberry Street,
,-37.8035571,144.9414479,Laurens Street between Miller Street and Queensberry Street,
,-37.8035022,144.9414575,Laurens Street between Miller Street and Queensberry Street,
,-37.8041698,144.9426345,Stawell Street between Victoria Street and Queensberry Street,
,-37.7932075,144.9312189,Rankins Road between Robertson Street and Macaulay Road,
,-37.7995187,144.9573792,Royal Parade between Grattan Street and Story Street,7726.0
13149,-37.8448997,144.9798777,Commercial Road between St Kilda Road and Punt Road,7910.0
22425,-37.8450386,144.9809381,Commercial Road between St Kilda Road and Punt Road,7910.0
,-37.7960425,144.939972,Vaughan Terrace between MacAulay Road and Canning Street,
22772,-37.823407,144.966883,Southbank Boulevard between Sturt Street and Moore Street,
75868,-37.8249505,144.9670073,Sturt Street between Southbank Boulevard and Grant Street,
76035,-37.8297906,144.9653589,Sturt Street between Miles Street and Coventry Street,
76021,-37.8290561,144.9655866,Sturt Street between Miles Street and Coventry Street,
76020,-37.8290037,144.9656024,Sturt Street between Miles Street and Coventry Street,
,-37.8286334,144.9679496,Miles Street between Wells Street and Dodds Street,
,-37.8286146,144.9680145,Miles Street between Wells Street and Dodds Street,
,-37.8285554,144.9686134,Wells Street between Miles Street and Coventry Street,
,-37.8286643,144.9686642,Wells Street between Miles Street and Coventry Street,
,-37.829041,144.9687126,Wells Street between Miles Street and Coventry Street,
,-37.828783,144.9685933,Wells Street between Miles Street and Coventry Street,
,-37.8393942,144.9768157,St Kilda Road between Slater Street and Armadale Street,
,-37.8394981,144.9768533,St Kilda Road between Slater Street and Armadale Street,
,-37.8425204,144.9779457,St Kilda Road between Armadale Street and Commercial Road,
,-37.8417416,144.9776609,St Kilda Road between Armadale Street and Commercial Road,
52130,-37.8113403,144.9674394,Russell Street between Little Bourke Street and Lonsdale Street,7634.0
52135,-37.8111978,144.9673744,Russell Street between Little Bourke Street and Lonsdale Street,7634.0
,-37.837986,144.9831966,Toorak Road between Leopold Street and Marne Street,
,-37.8453413,144.9789731,St Kilda Road between Commercial Road and Moubray Street,7910.0
,-37.8456011,144.9790674,St Kilda Road between Commercial Road and Moubray Street,7910.0
,-37.8456531,144.979086,St Kilda Road between Commercial Road and Moubray Street,7910.0
,-37.8460167,144.9792181,St Kilda Road between Commercial Road and Moubray Street,7910.0
,-37.8469107,144.979546,St Kilda Road between Commercial Road and Moubray Street,
,-37.8477919,144.9808759,Moubray Street between St Kilda Road and Punt Road,7586.0
,-37.8479757,144.9815474,Moubray Street between St Kilda Road and Punt Road,7586.0
